Ontology ID	LABEL	Entity type	SubClass Of [NAMED]	alternative term	definition	definition source	Reference web link (top ability)	term editor	desposition	role	SubProperty Of
OCCO:53712000	"tank car, truck, or ship loader (broad)"	Class	material moving worker	"Tank Car, Truck, and Ship Loaders"		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:53719000	miscellaneous material moving worker	Class	material moving worker	Miscellaneous Material Moving Workers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:53719900	"material moving worker, all other"	Class	miscellaneous material moving worker	"Material Moving Workers, All Other"	All material moving workers not listed separately.	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:55000000	military specific occupation	Class	occupation holder	Military Specific Occupations		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:55100000	military officer special or tactical operations leader (minor)	Class	military specific occupation	Military Officer Special and Tactical Operations Leaders		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:55101000	military officer special or tactical operations leader	Class	military officer special or tactical operations leader (minor)	Military Officer Special and Tactical Operations Leaders		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:55101100	air crew officer	Class	military officer special or tactical operations leader	Air Crew Officers	"Perform and direct in-flight duties to ensure the successful completion of combat, reconnaissance, transport, and search and rescue missions. Duties include operating aircraft communications and radar equipment, such as establishing satellite linkages and jamming enemy communications capabilities; operating aircraft weapons and defensive systems; conducting preflight, in-flight, and postflight inspections of onboard equipment; and directing cargo and personnel drops."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:55101200	aircraft launch or recovery officer	Class	military officer special or tactical operations leader	Aircraft Launch and Recovery Officers	"Plan and direct the operation and maintenance of catapults, arresting gear, and associated mechanical, hydraulic, and control systems involved primarily in aircraft carrier takeoff and landing operations. Duties include supervision of readiness and safety of arresting gear, launching equipment, barricades, and visual landing aid systems; planning and coordinating the design, development, and testing of launch and recovery systems; preparing specifications for catapult and arresting gear installations; evaluating design proposals; determining handling equipment needed for new aircraft; preparing technical data and instructions for operation of landing aids; and training personnel in carrier takeoff and landing procedures."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:55101300	armored assault vehicle officer	Class	military officer special or tactical operations leader	Armored Assault Vehicle Officers	"Direct the operation of tanks, light armor, and amphibious assault vehicle units during combat situations on land or in aquatic environments. Duties include directing crew members in the operation of targeting and firing systems; coordinating the operation of advanced onboard communications and navigation equipment; directing the transport of personnel and equipment during combat; formulating and implementing battle plans, including the tactical employment of armored vehicle units; and coordinating with infantry, artillery, and air support units."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:55101400	artillery or missile officer	Class	military officer special or tactical operations leader	Artillery and Missile Officers	"Manage personnel and weapons operations to destroy enemy positions, aircraft, and vessels. Duties include planning, targeting, and coordinating the tactical deployment of field artillery and air defense artillery missile systems units; directing the establishment and operation of fire control communications systems; targeting and launching intercontinental ballistic missiles; directing the storage and handling of nuclear munitions and components; overseeing security of weapons storage and launch facilities; and managing maintenance of weapons systems."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:55101500	command or control center officer	Class	military officer special or tactical operations leader	Command and Control Center Officers	"Manage the operation of communications, detection, and weapons systems essential for controlling air, ground, and naval operations. Duties include managing critical communication links between air, naval, and ground forces; formulating and implementing emergency plans for natural and wartime disasters; coordinating emergency response teams and agencies; evaluating command center information and need for high-level military and government reporting; managing the operation of surveillance and detection systems; providing technical information and advice on capabilities and operational readiness; and directing operation of weapons targeting, firing, and launch computer systems."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:55101600	infantry officer	Class	military officer special or tactical operations leader	Infantry Officers	"Direct, train, and lead infantry units in ground combat operations. Duties include directing deployment of infantry weapons, vehicles, and equipment; directing location, construction, and camouflage of infantry positions and equipment; managing field communications operations; coordinating with armor, artillery, and air support units; performing strategic and tactical planning, including battle plan development; and leading basic reconnaissance operations."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:55101700	special forces officer	Class	military officer special or tactical operations leader	Special Forces Officers	"Lead elite teams that implement unconventional operations by air, land, or sea during combat or peacetime. These activities include offensive raids, demolitions, reconnaissance, search and rescue, and counterterrorism. In addition to their combat training, special forces officers often have specialized training in swimming, diving, parachuting, survival, emergency medicine, and foreign languages. Duties include directing advanced reconnaissance operations and evaluating intelligence information; recruiting, training, and equipping friendly forces; leading raids and invasions on enemy territories; training personnel to implement individual missions and contingency plans; performing strategic and tactical planning for politically sensitive missions; and operating sophisticated communications equipment."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:55101900	"military officer special or tactical operations leader, all other"	Class	military officer special or tactical operations leader	"Military Officer Special and Tactical Operations Leaders, All Other"	All military officer special and tactical operations leaders not listed separately.	https://www.bls.gov/soc/		Sam Smith|Oliver He			
